gene_id	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
PTPN11	464	264	101	200	220	0	148	136	362	87	108	253	141	230	137	785	122	191	79	65	66	146
PTPN12	180	11	114	236	237	0	125	198	185	52	17	294	75	57	203	1015	105	3	161	193	28	49
PTPN13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PTPN14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN18	85	31	79	94	103	0	109	69	221	59	42	108	131	64	200	770	46	134	58	124	30	79
PTPN2	387	175	110	412	165	0	206	382	291	123	126	290	172	270	516	1897	247	124	120	191	134	244
PTPN20	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	2	0	0	0	0	0	5
PTPN21	0	4	0	0	0	0	0	1	0	1	0	0	0	0	14	0	0	0	0	0	0	1
PTPN22	71	359	178	3	26	0	138	143	316	105	0	35	61	125	355	375	57	38	0	219	19	34
PTPN23	21	8	14	22	12	0	33	12	31	5	8	55	24	10	36	86	7	0	3	38	2	10
PTPN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN4	93	38	0	112	80	0	65	42	168	21	5	142	9	74	46	298	36	52	56	95	10	32
PTPN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN6	6	11	3	16	28	0	19	21	7	2	11	0	0	0	0	74	24	0	0	0	2	0
PTPN7	72	68	100	45	74	0	26	50	61	101	53	231	61	221	80	186	52	35	106	4	17	86
PTPN9	80	19	9	14	24	0	69	29	72	43	16	44	19	37	17	67	41	85	16	6	10	36
PTPRA	149	79	49	124	55	0	55	51	58	78	15	146	61	46	9	290	40	36	21	20	14	40
PTPRB	22	21	28	24	3	0	13	7	47	17	6	13	4	8	5	122	31	25	11	10	4	8
PTPRC	781	106	150	282	303	0	298	299	454	162	104	510	248	131	439	996	87	340	148	53	94	263
PTPRCAP	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	22	0	0	3	0	0	0
PTPRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRE	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
PTPRF	0	0	0	0	0	0	0	15	0	0	3	2	0	0	9	0	3	0	0	60	0	1
PTPRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRH	2	9	25	28	0	0	0	0	0	0	1	4	0	9	70	107	1	13	12	0	1	10
PTPRJ	4	25	18	14	13	0	4	19	40	24	6	58	31	37	151	136	18	9	16	45	9	7
PTPRK	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTPRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRN	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTPRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRO	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRR	492	177	143	229	329	0	298	335	541	317	40	395	162	112	356	1055	25	96	11	122	120	167
PTPRS	14	13	19	8	9	0	11	2	4	4	11	6	2	2	5	42	2	9	4	24	0	3
PTPRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRU	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	13	0	0	0	0	1	0
PTPRVP	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2
PTPRZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTRH1	10	22	27	13	5	0	17	10	30	11	5	27	6	32	16	81	7	17	6	47	2	24
PTRH2	174	205	199	176	171	0	165	285	460	176	130	239	148	314	135	515	155	79	173	395	160	276
PTRHD1	92	72	42	62	37	0	54	41	111	40	29	60	63	120	152	365	30	37	31	83	22	63
PTS	45	52	68	120	95	0	59	82	160	62	22	117	63	32	101	390	46	79	49	69	60	93
PTTG1	1205	709	601	1420	933	1	859	811	1331	573	407	2314	1414	1585	1444	3859	427	956	445	1877	669	1204
PTTG1IP	293	205	227	222	176	0	152	260	310	177	115	266	204	301	337	1200	106	203	206	540	88	187
PTTG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTTG3P	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
PTX3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0
PTX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUDP	138	82	84	99	165	0	47	141	241	50	27	252	138	495	111	838	52	264	111	181	69	171
PUF60	339	256	330	328	412	2	300	267	367	390	173	738	465	390	774	1869	201	420	177	862	123	415
PUM1	194	37	84	140	111	0	36	120	126	112	43	203	122	173	310	636	41	152	73	324	32	67
PUM2	113	257	55	165	185	0	144	170	232	113	72	389	177	70	216	482	66	105	113	68	32	58
PUM3	365	367	203	102	232	0	57	368	325	254	124	376	192	177	208	850	184	177	84	335	171	315
PURA	40	170	62	95	94	0	41	171	101	6	17	6	44	122	133	232	0	151	89	31	9	44
PURB	15	70	29	20	23	0	42	21	81	15	6	0	23	91	37	428	38	96	17	43	5	9
PURG	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PURPL	15	14	21	6	4	0	0	16	29	1	3	29	18	37	8	27	0	22	4	0	8	19
PUS1	30	24	11	18	8	0	13	21	8	10	14	46	5	57	37	137	1	8	16	38	6	17
PUS10	2	28	7	12	10	0	3	29	5	3	17	25	33	0	1	113	0	79	40	12	13	21
PUS3	290	108	45	105	90	0	67	137	344	82	27	34	62	224	211	408	43	143	42	343	94	91
PUS7	115	45	331	221	197	0	64	225	197	107	118	144	129	23	532	604	121	93	14	102	129	371
PUS7L	420	547	247	410	642	0	608	293	329	172	97	381	207	252	260	1094	94	293	149	546	68	198
PUSL1	55	62	54	72	36	1	76	61	130	70	29	89	69	87	19	350	33	56	58	46	22	76
PVALB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PVALEF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVR	26	15	0	15	13	0	0	12	26	11	9	18	0	56	2	306	0	12	17	0	5	16
PVRIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PVRIG2P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PVT1	40	37	28	75	36	0	32	28	60	32	16	49	30	102	82	290	20	42	36	44	40	110
PWAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR6	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	19	0	0	0
PWARSN	0	0	0	1	6	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
PWP1	342	355	230	250	277	1	265	551	420	210	127	341	420	325	469	1228	274	216	316	312	242	473
PWP2	47	1	61	12	9	0	0	42	31	26	18	59	31	12	0	218	30	30	24	9	12	28
PWRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2A	55	8	22	22	38	0	88	34	56	23	14	80	24	64	0	189	78	72	10	10	10	22
PWWP2B	2	0	0	0	1	0	0	3	3	0	0	0	0	0	2	25	0	0	0	10	1	1
PXDC1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDNL	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0
PXK	206	190	144	100	82	0	67	148	168	98	17	178	138	180	98	585	124	89	0	200	38	129
PXMP2	113	126	77	102	77	0	59	82	131	98	88	138	120	200	34	620	83	180	59	166	96	217
PXMP4	28	24	35	10	13	0	57	16	25	17	4	54	50	59	45	271	5	3	7	0	18	43
PXN	50	22	40	34	21	0	1	16	45	47	16	70	27	46	52	203	8	31	27	23	16	17
PXN-AS1	15	16	31	8	13	0	11	16	15	11	4	28	17	52	26	105	7	34	4	24	6	18
PXT1	9	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	1
PXYLP1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0
PYCARD	15	37	20	14	11	0	19	19	26	26	12	36	21	37	52	97	8	27	12	26	4	5
PYCARD-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PYCR1	535	673	602	604	359	1	343	452	793	434	365	701	647	693	1237	3191	300	611	377	550	259	1178
PYCR2	170	242	154	208	140	0	185	159	278	154	114	349	168	359	348	1109	74	212	69	333	56	196
PYCR3	18	0	0	0	0	0	0	0	7	12	0	4	11	0	0	37	5	0	4	11	2	5
PYDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
PYGB	21	28	0	1	16	0	4	11	52	31	3	10	16	9	123	21	9	64	23	31	3	13
PYGL	409	354	181	187	226	1	192	302	224	291	155	323	255	437	358	1360	152	115	193	475	99	260
PYGM	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	26	1	0
PYGO1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGO2	2	9	24	33	57	0	2	34	82	19	7	30	14	76	55	61	21	0	33	115	1	28
PYHIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYM1	96	52	59	44	27	0	37	50	86	53	38	167	91	74	120	196	35	77	27	80	11	28
PYROXD1	171	24	48	78	46	0	23	161	273	48	64	24	94	11	26	403	106	36	0	31	204	273
PYROXD2	5	12	8	0	4	0	0	1	0	0	1	13	14	20	7	70	9	11	0	0	0	1
PYURF	698	466	408	578	600	0	476	819	853	300	197	896	375	632	650	2600	276	462	258	550	228	328
PYY	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PZP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QARS	428	416	400	328	275	0	242	240	562	377	241	754	359	354	565	2375	184	339	171	354	59	224
QDPR	209	189	122	129	91	0	112	118	285	116	64	143	91	168	122	448	37	159	67	121	70	142
QKI	61	103	48	143	53	0	51	113	140	88	38	188	69	148	82	429	35	66	41	110	20	53
QPCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QPCTL	0	2	0	15	5	0	0	3	0	0	2	0	4	6	3	83	2	0	2	21	2	7
QPRT	148	103	86	61	41	0	66	59	97	53	48	206	75	171	191	480	60	72	41	202	15	64
QRFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRFPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRICH1	74	44	46	45	54	0	44	51	20	71	16	64	52	75	37	394	3	124	38	78	31	43
QRICH2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0
QRSL1	216	147	162	220	248	0	232	258	239	186	95	260	227	233	254	1480	204	188	80	141	135	315
QSER1	136	93	43	59	168	0	77	39	83	111	16	128	185	86	170	1090	98	101	77	178	26	66
QSOX1	4	17	8	14	8	0	2	14	17	6	9	6	4	11	31	31	3	13	18	49	6	9
QSOX2	8	39	15	33	25	0	4	0	48	31	8	36	23	16	4	123	1	31	19	75	2	2
QTRT1	34	34	23	23	29	1	23	21	14	31	7	43	37	69	48	91	21	37	21	25	5	25
QTRT2	64	75	13	21	52	0	1	22	68	0	6	43	37	2	75	364	28	56	0	0	14	29
R3HCC1	82	93	47	27	57	0	95	53	119	60	54	151	84	128	105	575	28	106	47	42	22	77
R3HCC1L	332	41	98	86	181	0	120	167	103	0	79	128	93	0	72	626	9	0	55	2	61	206
R3HDM1	83	95	125	118	101	0	71	119	237	86	44	18	117	31	87	558	23	252	32	47	13	44
R3HDM2	21	30	5	11	18	0	2	10	10	14	2	24	13	1	23	60	8	15	8	5	1	8
R3HDM4	133	88	87	162	97	0	128	83	156	118	64	188	113	253	337	743	73	163	71	117	32	118
R3HDML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB10	965	656	467	599	474	0	282	774	933	516	236	357	290	672	871	2901	431	814	260	783	398	686
RAB11A	2219	1576	1081	1409	1484	0	1218	1675	2104	843	600	1495	959	1855	2017	5977	853	2267	866	2371	506	1009
RAB11B	31	52	41	40	42	0	25	28	52	41	30	68	48	43	102	299	10	58	24	55	5	44
RAB11B-AS1	11	8	3	6	5	0	0	1	17	4	4	13	8	37	2	33	9	11	1	23	5	8
RAB11FIP1	252	191	144	250	173	0	205	127	202	114	94	207	127	191	397	677	76	243	76	90	40	161
RAB11FIP2	41	37	23	36	13	1	0	15	4	7	14	39	23	30	12	185	30	33	21	0	9	5
RAB11FIP3	3	7	0	8	0	0	1	0	10	1	0	2	1	0	0	80	0	4	0	5	1	0
RAB11FIP4	7	24	25	22	1	0	2	20	5	31	14	0	3	5	40	1	6	1	7	0	3	0
RAB11FIP5	1	0	4	11	2	0	0	2	24	0	0	29	3	16	0	52	0	1	0	0	0	2
RAB12	0	0	0	0	5	0	0	0	10	8	2	15	0	0	0	5	0	0	0	0	0	1
RAB13	109	89	70	85	76	0	104	85	128	87	40	169	128	179	215	492	36	86	39	123	29	62
RAB14	360	183	223	350	288	0	247	384	401	178	96	500	173	397	368	1993	86	550	178	468	155	329
RAB15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB18	525	371	440	714	735	1	581	1089	979	295	343	747	740	556	642	2111	288	755	265	923	285	487
RAB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB1A	2403	1862	1361	1511	1976	0	1428	2335	2650	1052	502	1528	1336	1741	2155	6926	720	1567	607	2382	1005	1753
RAB1B	18	14	8	10	3	0	8	10	27	1	20	28	22	18	27	19	1	28	10	12	5	15
RAB20	15	24	20	15	0	0	8	2	0	6	10	32	0	32	14	37	0	0	0	34	4	6
RAB21	67	86	136	189	210	0	97	151	157	64	26	177	71	145	260	420	40	98	35	130	21	81
RAB22A	202	55	201	88	165	0	163	174	246	43	58	329	135	161	320	928	121	155	128	544	46	87
RAB23	53	73	15	55	28	0	45	2	19	1	7	2	23	19	31	359	2	29	1	57	20	27
RAB24	98	114	130	86	76	1	16	84	132	80	62	115	148	130	144	832	54	162	67	102	43	94
RAB25	0	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RAB26	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
RAB27A	219	254	120	171	151	0	73	186	361	151	111	259	93	247	413	650	119	356	76	176	478	997
RAB27B	1	0	0	12	10	0	0	1	53	0	1	0	0	0	0	0	6	0	0	56	0	3
RAB28	101	87	102	171	129	0	89	43	199	68	17	143	84	189	105	759	38	98	103	175	37	116
RAB29	50	0	38	1	32	0	15	28	53	9	18	74	6	64	0	320	16	38	4	0	16	28
RAB2A	303	167	271	294	277	0	246	334	453	280	109	480	320	341	470	1505	96	291	183	437	144	225
RAB2B	23	0	10	47	39	0	9	21	38	9	0	38	13	9	110	418	2	4	12	23	5	12
RAB30	4	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	2	9
RAB30-AS1	63	73	41	114	73	0	51	54	132	38	25	146	60	39	111	436	66	69	39	86	41	54
RAB31	567	387	330	313	283	1	318	311	572	303	114	480	244	691	732	1880	167	220	214	543	174	364
RAB32	370	221	329	238	179	0	196	365	671	413	134	460	256	429	399	2084	165	426	151	565	65	104
RAB33A	0	0	0	0	2	0	0	1	9	0	0	7	0	0	10	19	0	0	2	17	0	2
RAB33B	1	0	0	2	15	0	1	1	2	0	2	0	0	1	0	78	0	3	0	1	6	11
RAB34	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB35	6	0	0	5	3	0	10	2	9	12	1	0	11	0	9	31	0	4	0	1	1	0
RAB36	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAB37	0	0	0	0	10	0	0	7	0	1	0	0	7	0	0	0	0	0	0	0	0	0
RAB38	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0	0	0	0	0
RAB39A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3A	1	0	0	0	0	0	0	0	1	0	0	5	0	1	0	16	0	0	1	8	0	0
RAB3B	73	5	18	28	20	0	15	34	3	28	7	19	21	21	122	120	0	137	31	15	0	3
RAB3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3D	1	29	18	14	5	0	9	17	40	3	20	25	14	2	25	72	10	16	12	55	0	7
RAB3GAP1	391	334	194	154	85	0	99	183	437	131	44	417	178	141	398	652	245	199	122	104	65	159
RAB3GAP2	190	95	98	128	95	0	159	115	140	106	48	126	32	48	172	488	25	62	33	67	39	99
RAB3IL1	6	7	0	3	3	0	5	8	9	6	2	14	12	0	19	117	5	0	6	57	1	9
RAB3IP	217	163	145	95	59	0	137	106	78	69	10	223	18	0	237	691	162	394	41	0	57	127
RAB40A	0	7	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1
RAB40AL	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RAB40B	14	37	17	14	4	0	3	30	42	6	0	14	14	0	28	0	7	30	30	39	3	17
RAB40C	11	13	22	29	0	0	16	9	23	9	24	6	14	26	0	45	15	10	0	0	0	11
RAB41	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RAB42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB43	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	17	0	0	0	0	1	0
RAB44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB4A	209	112	155	248	148	0	73	106	370	121	61	266	140	175	221	739	38	158	81	190	62	141
RAB4B	25	10	22	1	6	0	13	12	30	17	7	41	19	5	68	122	13	20	23	102	11	17
RAB4B-EGLN2	29	0	12	0	26	0	0	12	11	0	0	0	27	0	0	0	0	42	0	0	8	34
RAB5A	295	231	234	428	496	0	255	463	452	329	67	523	167	437	458	1229	141	239	182	186	149	236
RAB5B	80	15	101	47	28	0	12	71	117	28	47	104	92	107	171	174	54	32	5	101	15	59
RAB5C	22	9	11	36	13	0	23	17	36	6	8	9	34	37	29	121	13	73	14	20	6	22
RAB6A	432	260	311	706	412	0	458	571	742	382	164	641	362	249	503	2130	204	379	221	487	227	491
RAB6B	4	11	0	6	2	0	10	1	0	5	0	0	1	2	0	32	0	19	0	0	3	8
RAB6C	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAB6C-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB7A	555	439	286	627	515	1	472	590	870	354	246	943	467	1089	814	3638	169	646	306	887	220	620
RAB7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
RAB8A	261	178	161	253	167	0	117	147	301	145	140	318	248	233	302	863	121	160	140	230	150	375
RAB8B	99	64	94	100	103	0	28	170	151	87	27	38	61	87	175	377	47	66	28	62	44	73
RAB9A	108	88	94	101	104	0	20	113	266	66	50	151	86	150	88	465	40	83	26	318	35	132
RAB9B	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB9BP1	3	0	0	7	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0
RABAC1	69	69	80	79	35	2	73	53	245	31	47	128	108	92	48	351	49	50	48	106	16	34
RABEP1	127	59	155	106	82	0	75	146	290	86	40	164	73	214	35	432	175	208	33	103	23	57
RABEP2	0	0	4	0	0	0	0	0	3	0	0	11	9	1	0	28	0	1	5	10	0	1
RABEPK	217	188	172	228	176	0	95	149	318	151	90	215	281	300	250	1066	147	301	124	221	172	454
RABGAP1	170	43	99	32	46	0	25	80	69	41	24	50	48	68	105	682	26	105	75	284	19	39
RABGAP1L	428	246	158	189	147	0	98	328	332	53	70	530	156	243	458	536	227	131	81	170	73	125
RABGEF1	121	30	80	85	116	0	55	120	211	127	22	154	82	35	228	886	26	127	45	179	59	146
RABGGTA	23	9	36	5	15	0	20	21	65	34	21	95	31	45	53	40	27	55	10	74	13	36
RABGGTB	412	276	155	317	214	1	199	328	310	194	39	375	124	229	324	1175	216	300	113	497	106	124
RABIF	194	87	64	97	85	0	182	86	229	70	42	265	152	131	134	892	34	95	70	122	119	253
RABL2A	17	5	6	0	4	0	11	14	25	7	18	8	1	6	7	80	0	0	2	1	1	3
RABL2B	2	4	5	6	0	0	4	9	49	13	13	0	15	24	0	82	2	7	10	0	0	5
RABL3	101	75	37	104	93	0	94	125	139	0	8	230	40	117	95	574	17	120	0	93	34	100
RABL6	38	16	14	21	27	0	26	12	33	25	18	25	47	35	40	164	32	13	22	11	4	27
RAC1	920	868	718	1177	834	2	886	853	1411	619	385	1185	682	1240	1497	5799	458	1197	520	1203	504	1117
RAC2	560	520	399	551	467	1	377	255	751	328	200	788	564	957	770	2531	242	632	164	550	79	198
RAC3	0	1	0	0	0	0	0	0	2	0	0	0	2	1	1	1	0	0	0	0	0	0
RACGAP1	530	230	85	264	236	1	138	148	308	133	82	513	277	357	88	1079	78	264	108	240	69	281
RACGAP1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACK1	4340	3265	2763	3641	2939	2	2819	2382	5250	2875	2070	5677	3730	6231	4738	16611	1803	4561	2364	4898	1079	2691
RAD1	241	222	287	252	299	0	323	386	418	204	111	217	226	241	308	1168	126	251	118	168	338	625
RAD17	401	717	411	724	805	0	274	704	1109	530	204	802	430	339	735	1030	249	755	334	246	227	396
RAD18	457	238	179	316	309	0	180	323	352	143	121	445	231	134	427	1599	31	318	140	724	247	479
RAD21	993	820	632	825	841	1	668	895	1347	627	256	1290	624	986	1109	3558	269	1554	270	1208	230	805
RAD21-AS1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0
RAD21L1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	30	98	19	0	10	0	3	13
RAD23A	195	259	204	364	140	0	161	201	343	159	133	455	256	302	315	1287	105	246	178	332	95	368
RAD23B	58	54	30	89	55	0	6	26	110	27	24	78	62	71	60	190	14	14	20	76	19	34
RAD50	981	495	374	624	861	0	674	731	990	453	103	919	324	577	552	2192	283	713	276	567	278	667
RAD51	471	190	345	453	196	0	280	517	541	265	152	251	370	470	741	3131	204	754	124	410	360	839
RAD51-AS1	8	10	11	34	19	0	14	5	22	29	8	60	44	10	0	25	23	0	5	19	5	20
RAD51AP1	615	916	343	729	370	0	437	626	691	259	137	460	342	518	442	2491	222	633	213	509	335	537
RAD51AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51B	115	124	69	34	7	0	0	63	80	90	45	25	29	102	43	511	65	87	27	132	32	67
RAD51C	494	491	316	648	351	0	244	454	525	348	167	726	469	500	562	3230	267	644	297	462	316	597
RAD51D	18	0	9	0	0	0	0	8	14	15	19	10	1	23	0	91	0	13	7	0	2	15
RAD51L3-RFFL	49	52	2	35	47	0	0	32	0	1	4	2	42	0	4	303	0	1	45	12	0	0
RAD52	4	1	6	4	1	0	14	3	22	0	0	40	3	1	1	107	0	12	3	1	2	2
RAD54B	202	84	73	123	171	0	54	94	136	133	16	269	56	110	91	821	111	90	36	178	57	134
RAD54L	43	31	87	22	15	0	45	42	133	55	51	132	19	102	41	321	15	77	21	209	20	54
RAD54L2	24	5	23	7	24	0	8	8	6	1	0	4	2	64	1	120	0	37	3	0	6	8
RAD9A	8	5	20	19	10	0	1	3	2	0	7	51	16	18	10	34	6	11	6	20	1	16
RAD9B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
RADIL	0	0	0	3	0	0	2	1	0	7	0	0	0	0	0	26	0	0	0	0	0	2
RAE1	560	488	623	620	625	1	362	775	557	288	267	550	442	872	578	2067	430	448	318	523	503	1067
RAET1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1E-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RAET1G	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	180	88	83	136	69	0	124	110	283	83	72	355	101	258	267	602	68	254	68	267	46	186
RAG1	34	21	7	7	31	0	0	0	0	30	10	17	0	63	0	120	1	0	4	30	3	5
RAG2	0	0	21	0	0	0	0	0	0	0	0	0	16	56	10	0	0	4	0	0	0	0
RAI1	0	0	1	4	2	0	8	4	0	1	1	0	0	0	0	0	0	0	3	0	1	1
RAI1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAI14	444	128	64	235	90	0	110	90	196	149	50	147	20	109	163	417	99	36	146	114	72	191
RAI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RALA	203	195	217	284	158	0	140	209	313	187	108	167	191	131	449	1085	107	252	196	289	95	176
RALB	369	238	385	352	264	0	284	508	760	321	188	278	272	277	811	1866	105	533	232	250	158	312
RALBP1	241	104	79	170	106	1	101	173	197	135	70	341	205	124	355	868	52	186	65	246	44	116
